date,close,ticker
2025-05-21,201.1199951171875,AMZN
2025-05-22,203.10000610351562,AMZN
2025-05-23,200.99000549316406,AMZN
2025-05-27,206.02000427246094,AMZN
2025-05-28,204.72000122070312,AMZN
2025-05-29,205.6999969482422,AMZN
2025-05-30,205.00999450683594,AMZN
2025-06-02,206.64999389648438,AMZN
2025-06-03,205.7100067138672,AMZN
2025-06-04,207.22999572753906,AMZN
2025-06-05,207.91000366210938,AMZN
2025-06-06,213.57000732421875,AMZN
2025-06-09,216.97999572753906,AMZN
2025-06-10,217.61000061035156,AMZN
2025-06-11,213.1999969482422,AMZN
2025-06-12,213.24000549316406,AMZN
2025-06-13,212.10000610351562,AMZN
2025-06-16,216.10000610351562,AMZN
2025-06-17,214.82000732421875,AMZN
2025-06-18,212.52000427246094,AMZN
2025-06-20,209.69000244140625,AMZN
2025-06-23,208.47000122070312,AMZN
2025-06-24,212.77000427246094,AMZN
2025-06-25,211.99000549316406,AMZN
2025-06-26,217.1199951171875,AMZN
2025-06-27,223.3000030517578,AMZN
2025-06-30,219.38999938964844,AMZN
2025-07-01,220.4600067138672,AMZN
2025-07-02,219.9199981689453,AMZN
2025-07-03,223.41000366210938,AMZN
2025-07-07,223.47000122070312,AMZN
2025-07-08,219.36000061035156,AMZN
2025-07-09,222.5399932861328,AMZN
2025-07-10,222.25999450683594,AMZN
2025-07-11,225.02000427246094,AMZN
2025-07-14,225.69000244140625,AMZN
2025-07-15,226.35000610351562,AMZN
2025-07-16,223.19000244140625,AMZN
2025-07-17,223.8800048828125,AMZN
2025-07-18,226.1300048828125,AMZN
2025-07-21,229.3000030517578,AMZN
2025-07-22,227.47000122070312,AMZN
2025-07-23,228.2899932861328,AMZN
2025-07-24,232.22999572753906,AMZN
2025-07-25,231.44000244140625,AMZN
2025-07-28,232.7899932861328,AMZN
2025-07-29,231.00999450683594,AMZN
2025-07-30,230.19000244140625,AMZN
2025-07-31,234.11000061035156,AMZN
2025-08-01,214.75,AMZN
2025-08-04,211.64999389648438,AMZN
2025-08-05,213.75,AMZN
2025-08-06,222.30999755859375,AMZN
2025-08-07,223.1300048828125,AMZN
2025-08-08,222.69000244140625,AMZN
2025-08-11,221.3000030517578,AMZN
2025-08-12,221.47000122070312,AMZN
2025-08-13,224.55999755859375,AMZN
2025-08-14,230.97999572753906,AMZN
2025-08-15,231.02999877929688,AMZN
2025-08-18,231.49000549316406,AMZN
2025-08-19,228.00999450683594,AMZN
2025-08-20,223.80999755859375,AMZN
