date,close,ticker
2025-05-21,452.57000732421875,MSFT
2025-05-22,454.8599853515625,MSFT
2025-05-23,450.17999267578125,MSFT
2025-05-27,460.69000244140625,MSFT
2025-05-28,457.3599853515625,MSFT
2025-05-29,458.67999267578125,MSFT
2025-05-30,460.3599853515625,MSFT
2025-06-02,461.9700012207031,MSFT
2025-06-03,462.9700012207031,MSFT
2025-06-04,463.8699951171875,MSFT
2025-06-05,467.67999267578125,MSFT
2025-06-06,470.3800048828125,MSFT
2025-06-09,472.75,MSFT
2025-06-10,470.9200134277344,MSFT
2025-06-11,472.6199951171875,MSFT
2025-06-12,478.8699951171875,MSFT
2025-06-13,474.9599914550781,MSFT
2025-06-16,479.1400146484375,MSFT
2025-06-17,478.0400085449219,MSFT
2025-06-18,480.239990234375,MSFT
2025-06-20,477.3999938964844,MSFT
2025-06-23,486.0,MSFT
2025-06-24,490.1099853515625,MSFT
2025-06-25,492.2699890136719,MSFT
2025-06-26,497.45001220703125,MSFT
2025-06-27,495.94000244140625,MSFT
2025-06-30,497.4100036621094,MSFT
2025-07-01,492.04998779296875,MSFT
2025-07-02,491.0899963378906,MSFT
2025-07-03,498.8399963378906,MSFT
2025-07-07,497.7200012207031,MSFT
2025-07-08,496.6199951171875,MSFT
2025-07-09,503.510009765625,MSFT
2025-07-10,501.4800109863281,MSFT
2025-07-11,503.32000732421875,MSFT
2025-07-14,503.0199890136719,MSFT
2025-07-15,505.82000732421875,MSFT
2025-07-16,505.6199951171875,MSFT
2025-07-17,511.70001220703125,MSFT
2025-07-18,510.04998779296875,MSFT
2025-07-21,510.05999755859375,MSFT
2025-07-22,505.2699890136719,MSFT
2025-07-23,505.8699951171875,MSFT
2025-07-24,510.8800048828125,MSFT
2025-07-25,513.7100219726562,MSFT
2025-07-28,512.5,MSFT
2025-07-29,512.5700073242188,MSFT
2025-07-30,513.239990234375,MSFT
2025-07-31,533.5,MSFT
2025-08-01,524.1099853515625,MSFT
2025-08-04,535.6400146484375,MSFT
2025-08-05,527.75,MSFT
2025-08-06,524.9400024414062,MSFT
2025-08-07,520.8400268554688,MSFT
2025-08-08,522.0399780273438,MSFT
2025-08-11,521.77001953125,MSFT
2025-08-12,529.239990234375,MSFT
2025-08-13,520.5800170898438,MSFT
2025-08-14,522.47998046875,MSFT
2025-08-15,520.1699829101562,MSFT
2025-08-18,517.0999755859375,MSFT
2025-08-19,509.7699890136719,MSFT
2025-08-20,505.7200012207031,MSFT
