date,close,ticker
2025-05-21,635.0114135742188,META
2025-05-22,636.08056640625,META
2025-05-23,626.577880859375,META
2025-05-27,641.826171875,META
2025-05-28,643.085205078125,META
2025-05-29,644.5540771484375,META
2025-05-30,646.9921875,META
2025-06-02,670.3842163085938,META
2025-06-03,666.3372802734375,META
2025-06-04,687.4210815429688,META
2025-06-05,684.0936279296875,META
2025-06-06,697.173583984375,META
2025-06-09,693.5263671875,META
2025-06-10,701.8599853515625,META
2025-06-11,693.6063232421875,META
2025-06-12,692.826904296875,META
2025-06-13,682.344970703125,META
2025-06-16,702.1199951171875,META
2025-06-17,697.22998046875,META
2025-06-18,695.77001953125,META
2025-06-20,682.3499755859375,META
2025-06-23,698.530029296875,META
2025-06-24,712.2000122070312,META
2025-06-25,708.6799926757812,META
2025-06-26,726.0900268554688,META
2025-06-27,733.6300048828125,META
2025-06-30,738.0900268554688,META
2025-07-01,719.219970703125,META
2025-07-02,713.5700073242188,META
2025-07-03,719.010009765625,META
2025-07-07,718.3499755859375,META
2025-07-08,720.6699829101562,META
2025-07-09,732.780029296875,META
2025-07-10,727.239990234375,META
2025-07-11,717.510009765625,META
2025-07-14,720.9199829101562,META
2025-07-15,710.3900146484375,META
2025-07-16,702.9099731445312,META
2025-07-17,701.4099731445312,META
2025-07-18,704.280029296875,META
2025-07-21,712.969970703125,META
2025-07-22,704.8099975585938,META
2025-07-23,713.5800170898438,META
2025-07-24,714.7999877929688,META
2025-07-25,712.6799926757812,META
2025-07-28,717.6300048828125,META
2025-07-29,700.0,META
2025-07-30,695.2100219726562,META
2025-07-31,773.4400024414062,META
2025-08-01,750.010009765625,META
2025-08-04,776.3699951171875,META
2025-08-05,763.4600219726562,META
2025-08-06,771.989990234375,META
2025-08-07,761.8300170898438,META
2025-08-08,769.2999877929688,META
2025-08-11,765.8699951171875,META
2025-08-12,790.0,META
2025-08-13,780.0800170898438,META
2025-08-14,782.1300048828125,META
2025-08-15,785.22998046875,META
2025-08-18,767.3699951171875,META
2025-08-19,751.47998046875,META
2025-08-20,747.719970703125,META
