date,adj_close
2025-08-15 11:40:00,230.66
2025-08-15 11:45:00,231.0314
2025-08-15 11:50:00,231.3557
2025-08-15 11:55:00,231.025
2025-08-15 12:00:00,230.89
2025-08-15 12:05:00,231.26
2025-08-15 12:10:00,231.2849
2025-08-15 12:15:00,231.08
2025-08-15 12:20:00,230.945
2025-08-15 12:25:00,230.74
2025-08-15 12:30:00,230.675
2025-08-15 12:35:00,230.59
2025-08-15 12:40:00,230.55
2025-08-15 12:45:00,230.75
2025-08-15 12:50:00,230.81
2025-08-15 12:55:00,230.9
2025-08-15 13:00:00,231.12
2025-08-15 13:05:00,230.91
2025-08-15 13:10:00,230.7
2025-08-15 13:15:00,230.5
2025-08-15 13:20:00,230.4706
2025-08-15 13:25:00,230.57
2025-08-15 13:30:00,230.71
2025-08-15 13:35:00,230.72
2025-08-15 13:40:00,230.6
2025-08-15 13:45:00,230.58
2025-08-15 13:50:00,230.61
2025-08-15 13:55:00,230.89
2025-08-15 14:00:00,230.46
2025-08-15 14:05:00,231.125
2025-08-15 14:10:00,231.01
2025-08-15 14:15:00,230.86
2025-08-15 14:20:00,230.765
2025-08-15 14:25:00,230.85
2025-08-15 14:30:00,230.82
2025-08-15 14:35:00,230.845
2025-08-15 14:40:00,230.69
2025-08-15 14:45:00,230.49
2025-08-15 14:50:00,230.775
2025-08-15 14:55:00,230.7697
2025-08-15 15:00:00,230.81
2025-08-15 15:05:00,231.15
2025-08-15 15:10:00,231.35
2025-08-15 15:15:00,231.215
2025-08-15 15:20:00,231.26
2025-08-15 15:25:00,231.3556
2025-08-15 15:30:00,231.1999
2025-08-15 15:35:00,231.4572
2025-08-15 15:40:00,231.655
2025-08-15 15:45:00,231.54
2025-08-15 15:50:00,231.4445
2025-08-15 15:55:00,231.65
2025-08-15 16:00:00,231.35
2025-08-15 16:05:00,231.5
2025-08-15 16:10:00,231.55
2025-08-15 16:15:00,231.52
2025-08-15 16:20:00,231.29
2025-08-15 16:25:00,231.35
2025-08-15 16:30:00,231.49
2025-08-15 16:35:00,231.5
2025-08-15 16:40:00,231.23
2025-08-15 16:45:00,231.2
2025-08-15 16:50:00,231.2
2025-08-15 16:55:00,236.5208
2025-08-15 17:00:00,231.4
2025-08-15 17:05:00,231.18
2025-08-15 17:10:00,231.2
2025-08-15 17:15:00,231.11
2025-08-15 17:20:00,231.27
2025-08-15 17:25:00,231.3
2025-08-15 17:30:00,231.3
2025-08-15 17:35:00,231.395
2025-08-15 17:40:00,231.3499
2025-08-15 17:45:00,231.29
2025-08-15 17:50:00,231.28
2025-08-15 17:55:00,231.3
2025-08-15 18:00:00,231.17
2025-08-15 18:05:00,231.2
2025-08-15 18:10:00,231.5
2025-08-15 18:15:00,231.33
2025-08-15 18:20:00,231.2
2025-08-15 18:25:00,231.35
2025-08-15 18:30:00,231.26
2025-08-15 18:35:00,231.25
2025-08-15 18:40:00,231.34
2025-08-15 18:45:00,231.29
2025-08-15 18:50:00,231.33
2025-08-15 18:55:00,231.25
2025-08-15 19:00:00,231.329
2025-08-15 19:05:00,231.49
2025-08-15 19:10:00,231.39
2025-08-15 19:15:00,231.39
2025-08-15 19:20:00,231.33
2025-08-15 19:25:00,231.33
2025-08-15 19:30:00,231.4
2025-08-15 19:35:00,231.35
2025-08-15 19:40:00,231.32
2025-08-15 19:45:00,231.37
2025-08-15 19:50:00,231.29
2025-08-15 19:55:00,231.18
